nome,sexo,id,origem,idade,salario,credito,tempo,regiao,estadocivil,educacao,nprodutos,pagamento,maxatraso,cliente
RITA X.,feminino,x0no28tttphxjjenb8oxcnob0pz2b1,2457316260,22.0,50617.0,293.1,49,centro-oeste,solteiro(a),fundamental,4,cartão de crédito,6,1
MARCELO M.,masculino,fl19i2q0o9lpjakv43accxln44gvrk,9903605992,28.0,80732.0,360.4,59,nordeste,casado(a),fundamental,1,cartão de crédito,16,0
JOSE V.,feminino,ts27a3etrhennn7k0a67gvxlcngj2f,,33.0,82835.0,368.5,53,nordeste,separado(a),médio,2,pix,0,0
ANTONIO D.,masculino,0cfgcpqlwdud3m30s3llspi244lqda,,43.0,72243.0,442.6,66,nordeste,casado(a),graduado,2,pix,5,0
JULIO T.,masculino,eqgdoufejzv1xj14cofs04egcefkwo,3181535818,,79686.0,281.6,16,sudeste,solteiro(a),fundamental,0,pix,14,1
PAULO S.,masculino,b8zfb4kialsgxr9hrhjnknki0eejc6,,34.0,69655.0,463.6,29,centro-oeste,casado(a),fundamental,1,cartão de crédito,5,0
VITORIA X.,feminino,hl3xahaahiqhl5dqgpg5kkv0xaw3oz,1067106442,47.0,91179.0,812.1,34,nordeste,solteiro(a),pós-graduado,2,cartão de crédito,8,1
JULIA S.,feminino,gq5ois10lujb88gckwtlp7ux0s7hhd,6802097331,41.0,57637.0,415.6,42,centro-oeste,solteiro(a),médio,0,cartão de crédito,18,0
SIMONE B.,feminino,78zh0rk7s58v4por3vz5iw0v5u9q76,3621549104,33.0,54466.0,368.9,26,nordeste,solteiro(a),fundamental,1,cartão de débito,6,1
BRUNA G.,feminino,icivhq4o9zt8sxlvrcvezgmt5x6bss,4066039959,,68456.0,367.6,35,centro-oeste,solteiro(a),fundamental,0,boleto,0,0
JOSE Z.,masculino,rn37jfspiv3k5dzrg8wuuz5tl10cap,5061296499,29.0,78091.0,332.6,14,nordeste,casado(a),graduado,3,cartão de crédito,3,0
JOAO T.,masculino,bi13vgg87anpk25080letmlor5h3f0,5017052086,31.0,50194.0,301.9,22,nordeste,casado(a),outros,0,boleto,0,0
GABRIEL X.,feminino,u32t7vslzwitsjcbj7g2g9o31sw2eg,,31.0,32730.0,547.0,12,centro-oeste,casado(a),fundamental,0,cartão de débito,0,0
RICARDO T.,masculino,8xa5abqgspbw65jh2ld5m0tsgc56at,,,81152.0,295.8,31,sul,divorciado(a),fundamental,0,cartão de crédito,4,0
DANIELA P.,feminino,f1a9zrqac42uiadhcekee8227668r4,,39.0,47293.0,591.6,24,sudeste,separado(a),fundamental,0,cartão de débito,11,0
SERGIO X.,masculino,mohe0udg65aq8l27bv8w3bfbjl8rvu,,47.0,59568.0,503.7,21,sudeste,solteiro(a),outros,0,cartão de débito,0,0
SUELI R.,feminino,fg38ll56uwljx7vu9ni7ano99hig0f,,,78845.0,678.8,46,norte,separado(a),médio,1,pix,5,1
LEONARDO H.,masculino,q0wbebfg0eput9rndsunkvg0i8gbgi,9575714920,27.0,44575.0,616.2,21,norte,casado(a),,2,cartão de crédito,6,0
CAMILA G.,feminino,e08c2dzs2f9xt6pqgnorotwa3xksax,8103771016,23.0,37873.0,591.3,31,sul,casado(a),médio,0,boleto,0,0
MANOEL F.,feminino,xcqs5ccizm41eoepm01rpdxhpu50r0,,29.0,47612.0,386.1,25,nordeste,casado(a),médio,1,pix,0,0
SONIA N.,feminino,pl6k488xf3gs6do7u3ad4rgjpahxf7,,52.0,86313.0,524.8,72,sul,casado(a),outros,4,pix,0,1
SIMONE C.,feminino,uws58mssxjl75nv3uzuofdrnzpcjw6,,46.0,113266.0,734.4,29,sudeste,casado(a),pós-graduado,1,cartão de débito,2,1
GABRIEL W.,masculino,ao9sd0qn4uig6rvlh8skcgr1nmx1sa,,37.0,61706.0,529.8,35,sudeste,casado(a),graduado,0,boleto,0,1
ALINE H.,feminino,2ihqovq8is7gmdpsk4zzb76iowi3kr,,34.0,39152.0,487.9,25,sudeste,solteiro(a),graduado,0,cartão de débito,4,0
JOAO U.,masculino,46j2td1axrwc8pnrp9cn6dz4m0cdub,8298664592,35.0,58326.0,641.8,38,sudeste,divorciado(a),fundamental,1,transferência,8,1
GUSTAVO N.,masculino,pge6n1ic3os8fmuxn2ewxxc7fvvr7l,,44.0,40754.0,684.2,11,norte,casado(a),outros,0,cartão de crédito,9,0
SUELI I.,feminino,vwn9o5twil3dqd7xlpiumj1zcqds5x,7505832564,43.0,59743.0,421.6,49,sudeste,casado(a),graduado,2,pix,7,1
DANIEL U.,masculino,3kurhaed5u7fazeexmmhnf430rxdf2,,46.0,87013.0,525.2,25,sudeste,solteiro(a),,0,pix,9,0
JULIA X.,feminino,5m7eqombnhazc3t17rc3qrbpkfs3hm,,33.0,83655.0,400.0,42,centro-oeste,casado(a),médio,1,cartão de crédito,9,1
MARCOS Q.,masculino,udt2uakl4u6f5a3s2m30w2kk9ct8ic,,26.0,61276.0,430.6,17,sudeste,casado(a),fundamental,1,cartão de débito,6,1
APARECIDA D.,feminino,hxww1df1mf2c84h1fa6ksgalcjjk92,8924454226,27.0,74239.0,269.9,40,nordeste,solteiro(a),fundamental,0,cartão de débito,15,0
DANIEL Q.,masculino,35kbuo6ejbfjv3badzip14bdxsk3lz,7284295718,42.0,77293.0,368.1,31,sudeste,divorciado(a),pós-graduado,1,boleto,0,1
SANDRA W.,feminino,8s1ptniak04mnjq0f9g9vetg33aep7,4064675268,35.0,86644.0,357.4,42,sudeste,solteiro(a),médio,1,boleto,12,0
MANOEL R.,masculino,v7iqpctucz39g76ani849n1p78j5g2,,41.0,63504.0,462.5,70,norte,separado(a),,2,cartão de crédito,9,1
GABRIEL T.,masculino,vc2d59h59d9rgoqv3u3vnqexz83f31,7683338328,38.0,49375.0,410.1,16,sudeste,divorciado(a),outros,1,pix,19,0
LUIZ O.,masculino,sf0s9fcsbn31qvvtiq7kp8u3tji96p,,34.0,41180.0,461.2,34,centro-oeste,casado(a),fundamental,1,cartão de débito,1,1
GABRIELA A.,feminino,e6dq97sjo4762ca8p5xg8w4aenmnj1,5365607879,,76158.0,706.9,32,norte,divorciado(a),fundamental,0,cartão de débito,9,1
IGOR B.,masculino,9zo5pfehlsoe039c990mta3usnv2bf,1774172435,49.0,100577.0,617.0,24,sudeste,casado(a),médio,1,cartão de crédito,3,1
MARCOS V.,masculino,a340wjhvx4b7e0scncv46g22zu9o6a,,47.0,46425.0,574.2,33,norte,casado(a),graduado,0,cartão de débito,13,0
CRISTIANE H.,feminino,4r4z4qtlglsab1twjsqdcl2hfivjk1,3052289587,39.0,76507.0,645.3,39,sul,solteiro(a),pós-graduado,1,cartão de crédito,0,1
LUCIANA S.,feminino,kq83atk1ckqaniah9bwnabv47ar80j,,45.0,25757.0,691.1,40,nordeste,casado(a),fundamental,1,pix,12,1
TEREZINHA K.,feminino,z5d636va79uvbi1jbzwdgxgu8bvi18,,40.0,55621.0,351.9,33,sul,separado(a),fundamental,0,cartão de débito,10,0
SIMONE M.,feminino,s7n3sczqlw4k82mxgub5jft7sq1nb3,,20.0,48673.0,522.6,32,sudeste,solteiro(a),outros,1,cartão de débito,16,0
LEONARDO B.,masculino,fmdw5p5p0lu71emvt8m8dljj0c3eqj,,29.0,84988.0,474.8,19,sudeste,casado(a),médio,2,pix,7,0
BEATRIZ M.,feminino,rqjddxg2ohflegrk36wnn71q1m1xk6,4899515343,29.0,57705.0,378.5,22,sudeste,solteiro(a),graduado,0,cartão de débito,5,0
RODRIGO S.,masculino,ijcfm4nu4p7qpwbf20dhog3zntb9dv,,26.0,70060.0,603.5,31,centro-oeste,separado(a),fundamental,0,cartão de crédito,0,0
SUELI L.,masculino,mlurq4qne86dradb31663lta6a9quf,,65.0,58254.0,883.7,50,nordeste,viúvo(a),,0,boleto,15,0
ROSANGELA D.,feminino,9azbdqd2ndmjd0zhfmodvzl2zf66ru,,24.0,49962.0,,52,sul,casado(a),fundamental,1,cartão de crédito,8,1
ALEXANDRE Q.,masculino,ox2ov11xkxbmqlncw5c8n2rp8nnz0e,7020168050,43.0,44487.0,624.2,21,sudeste,solteiro(a),,1,cartão de débito,11,1
CLAUDIA G.,feminino,wp035fx87fhtar44harhrpb6bclket,6131385405,31.0,64699.0,492.9,27,sudeste,solteiro(a),fundamental,2,cartão de débito,2,1
GILSON T.,masculino,z3d9vtqc0ene3q9vv5d4pgw8qml6xx,6594922167,27.0,40267.0,647.4,10,sudeste,divorciado(a),médio,0,cartão de débito,0,0
JULIO F.,masculino,5x7kctw9tenz9e701usjdc9kjacuh6,,31.0,85975.0,656.9,70,sudeste,solteiro(a),graduado,1,cartão de débito,17,1
GABRIELA W.,feminino,1lko0hcoc3f71ev0ibafjnggwdelfe,,25.0,42957.0,611.1,12,sudeste,solteiro(a),fundamental,1,pix,0,1
SONIA L.,feminino,09n8chhh3as3jo8v0f2q4487qfq93d,2056881845,63.0,83171.0,741.8,33,centro-oeste,casado(a),fundamental,2,cartão de crédito,0,1
MARIANA I.,feminino,mpba6ik4ovqrkos4zfme3oxdglubjp,1747882277,36.0,80270.0,609.3,34,sudeste,separado(a),,1,cartão de débito,6,1
SONIA J.,feminino,0h540wjvqzum7v55vhbj5i5gqv2pe6,0133946104,43.0,97691.0,518.3,36,sudeste,divorciado(a),graduado,1,cartão de crédito,6,1
MARIA H.,feminino,f7s5v9m2thso30hk0dz47kzdes1jkf,,51.0,63982.0,474.4,59,sudeste,casado(a),fundamental,1,cartão de crédito,14,1
TEREZINHA U.,feminino,ml6u8mvi3zo9bnwmfklh3rvte278nt,6809851824,25.0,76671.0,269.2,21,sudeste,divorciado(a),,0,cartão de débito,13,0
MANOEL H.,feminino,cqp1m37u46kqu9mdii20qz0zu7nuiv,2353413295,,58751.0,399.8,51,sudeste,casado(a),médio,1,cartão de débito,7,0
MARCIO N.,masculino,sxnt38n7jas18ukt7m8imb3esqjxzv,3024906262,27.0,48911.0,427.6,79,sudeste,casado(a),,0,pix,0,0
MARCIO P.,masculino,m6gag6ndiujgakeun8vzmxfhpsztrc,6532739565,40.0,79597.0,398.5,72,nordeste,casado(a),outros,2,boleto,9,0
TEREZA D.,feminino,t143jnef76cjq8n46whn2nqun0o2n2,,34.0,47879.0,425.3,19,centro-oeste,separado(a),graduado,1,cartão de débito,0,0
VANESSA E.,feminino,lbjmr7x43b3xantp2ev65n7rseanrr,,43.0,76075.0,409.6,62,sudeste,separado(a),pós-graduado,4,cartão de crédito,5,1
VERA H.,feminino,ix90ni3160nuuu55xqxxqe80ps96dm,9778372225,37.0,71882.0,642.3,25,nordeste,solteiro(a),graduado,1,boleto,12,1
BEATRIZ T.,feminino,6r7ks9xbr0q6vcbx50gwbrpwbw3wqx,9886607871,36.0,45674.0,589.3,33,nordeste,casado(a),fundamental,0,pix,10,0
ADRIANO N.,masculino,2cwh6gcf9n74cvlf2s8sjz3aulmu9k,6143028065,25.0,79620.0,355.7,42,centro-oeste,solteiro(a),,1,cartão de crédito,4,0
MARCOS A.,masculino,lnkv29071mw9b23mdtp7htc0rwmq2v,,41.0,81053.0,724.6,24,nordeste,solteiro(a),pós-graduado,0,cartão de crédito,6,0
ROBERTO D.,masculino,snnupkw0clnsk5qwfhe0z5ozlab4i0,6404420400,27.0,44665.0,,18,nordeste,solteiro(a),fundamental,3,cartão de crédito,0,0
ANA N.,feminino,2w4h4sesh70p4apj6us787a53g111g,0923176595,41.0,75119.0,538.3,26,sudeste,casado(a),graduado,0,cartão de débito,3,0
CLAUDIO R.,masculino,ugoz5zbix8v3q5g9be3k8kzbaq1rde,7646524472,62.0,109442.0,792.1,24,sul,casado(a),fundamental,0,pix,4,0
SUELI J.,masculino,32ohwdrbtnizlr1ite10qhtxiegbtp,7105925703,32.0,68484.0,639.6,41,sul,casado(a),fundamental,2,pix,0,1
GABRIEL L.,feminino,v1p0g3lj9ecdisf5p9bs5n0icuebop,8119424388,40.0,52416.0,436.8,34,sudeste,divorciado(a),graduado,1,cartão de crédito,0,0
ELIANE Z.,feminino,g8shtubh9pa6zxrexohsa2e6m5ofod,,,64098.0,447.4,38,nordeste,casado(a),médio,1,cartão de crédito,3,0
LUIZA P.,feminino,jnpeepxti95ajlhxlgtlin45xol0kf,5514107121,33.0,38087.0,582.9,51,sul,divorciado(a),,0,boleto,4,1
GUILHERME U.,masculino,34fskqemgmg2zl01r4o34l36tlq7ce,6101415454,40.0,57629.0,587.6,42,norte,solteiro(a),fundamental,2,cartão de crédito,4,1
ADRIANA E.,feminino,hhue4mazga285f5z0xjskphru3xc2h,4583006882,35.0,46904.0,414.4,45,sudeste,casado(a),fundamental,1,cartão de débito,10,1
DANIEL Q.,masculino,utxjkwsn69tlgvewwb4ztec7wqda6i,9184264549,35.0,43666.0,710.8,7,sudeste,casado(a),graduado,1,cartão de crédito,0,0
MARCELO G.,masculino,59tinbxernpha8a8b8g2a6cmlz1tv2,0955970687,42.0,78689.0,657.0,18,sul,casado(a),pós-graduado,2,cartão de débito,10,1
NELSON M.,masculino,togiehdnrxso5b5pq1lg2jqmvhe6sh,1862288389,38.0,55178.0,587.7,21,sudeste,separado(a),,0,pix,0,0
JOSE T.,masculino,n4zvrujh1wreplrf22d2zje0ck12l6,1515056285,50.0,63409.0,834.1,37,centro-oeste,solteiro(a),,0,cartão de débito,10,0
MANOEL T.,feminino,2ln575l5ritziru5xmc2v49phq2apc,,39.0,24676.0,,18,sudeste,divorciado(a),médio,0,cartão de crédito,0,0
SUELI L.,masculino,obt6kir4uqzcpou8c18kozqqng7efm,,51.0,96226.0,731.4,26,centro-oeste,casado(a),médio,1,cartão de crédito,0,0
MANOEL D.,feminino,uf2u41edinlze00w7jr4siqetadkp1,3074712399,29.0,56665.0,,24,sudeste,casado(a),,1,cartão de crédito,0,1
FRANCISCO H.,masculino,6dm44wj6si33gdzoa7phpb0x1f9miv,,,69793.0,224.7,16,norte,casado(a),fundamental,0,pix,14,0
PAULO A.,masculino,w9w75lkpun3xqcjfd0wwascd1lnh4e,,23.0,67431.0,488.5,29,nordeste,casado(a),médio,2,cartão de débito,14,0
TIAGO I.,masculino,tpxr17futp98cg76wl1h3e0nqtet1z,8708595199,39.0,69276.0,679.7,20,nordeste,solteiro(a),outros,0,cartão de crédito,0,0
JOAO M.,masculino,6ch33nr669qrdb6ko8bulrkksbl205,7335468811,51.0,110750.0,843.7,19,sudeste,divorciado(a),fundamental,1,cartão de crédito,16,1
ANTONIO E.,masculino,lfvn8b0j9iqcxl8los7frsq4bfkhf4,8343580409,46.0,86913.0,476.4,45,sudeste,separado(a),outros,0,pix,6,0
ISABEL G.,feminino,6pwcjj64jd3zl2xnzdkquajwllxp0b,7578350854,26.0,53374.0,559.0,58,sul,divorciado(a),outros,0,cartão de débito,6,1
JULIA A.,masculino,gv4p0o60h2wkvppsqm5wci0pn7ecgu,,28.0,81985.0,443.2,24,nordeste,casado(a),pós-graduado,2,pix,0,1
JOSEFA Z.,masculino,1n8ccxxt83avnd64hq5jkiinpnt7jb,,37.0,50029.0,451.8,42,sul,solteiro(a),médio,2,cartão de débito,6,0
EDSON B.,masculino,uvzopsioj8uhifutm9p5svlmok3a6o,0038920147,40.0,72164.0,341.3,17,sudeste,casado(a),médio,3,transferência,5,0
ANDERSON Z.,masculino,jsw2oras7ags63cc8w0br6vnaei27c,,43.0,100916.0,627.3,17,nordeste,separado(a),fundamental,1,boleto,8,1
SUELI G.,masculino,774zhp5ltocroekf265t8sozti27mo,6198800850,28.0,70905.0,345.5,30,sudeste,solteiro(a),médio,1,cartão de débito,0,0
CLAUDIA H.,feminino,m4pxumqsw3izp8ac95m49a6tu2j22l,3087294114,31.0,124364.0,582.5,36,sul,viúvo(a),médio,0,cartão de crédito,4,0
JULIO D.,masculino,zpftv5mewfo8g6argjk525zf95p2so,,39.0,40888.0,516.8,15,sudeste,divorciado(a),fundamental,0,boleto,2,0
FABIO L.,masculino,u79km0h6nrgs9ketarqm47gg67tpbd,5185413931,54.0,40278.0,822.4,26,sudeste,solteiro(a),outros,0,cartão de crédito,7,0
TEREZINHA V.,feminino,jsq694v5fxoeqqa80ep69okswukjac,1601484658,22.0,52065.0,392.7,28,sudeste,casado(a),fundamental,1,pix,8,1
JOSEFA P.,masculino,a7jcz7wzkuwxxef4rm7gu2sg799zbn,4140188756,33.0,69330.0,598.8,18,nordeste,solteiro(a),,2,transferência,17,0
CLAUDIA L.,feminino,i6dx6ijwvazb31jb9w8bg2lkzwazec,0345382378,34.0,58306.0,537.8,32,sul,solteiro(a),,2,cartão de débito,2,0
MANOEL U.,feminino,8wzu8iq0nw5cdu10guox1tmo1278gf,5328960005,32.0,30866.0,,21,nordeste,separado(a),fundamental,0,cartão de crédito,11,0
PEDRO F.,masculino,icct1fi2mo2akav59gf6kb78e40ukf,5383848875,52.0,95110.0,510.2,53,centro-oeste,casado(a),médio,1,pix,0,0
GUILHERME H.,masculino,18ula29bosq10p7d5emgf00b1l8dn3,,43.0,68598.0,592.3,57,sudeste,casado(a),outros,0,cartão de crédito,16,0
JAQUELINE Z.,feminino,bq71esfu24an1tk81vcxxna4cn6283,3094271388,40.0,59696.0,679.4,44,sudeste,viúvo(a),médio,1,boleto,6,1
SIMONE X.,feminino,co4smf2ewa2l9rm0lrio8qnkzsrotl,8036558955,33.0,57506.0,641.9,23,sudeste,casado(a),médio,0,cartão de crédito,9,0
JULIA T.,feminino,394lzjonzn4qpptcnth1h3u3f5n1i2,8125797006,46.0,81539.0,436.4,26,sudeste,solteiro(a),fundamental,1,cartão de débito,8,1
BRUNO C.,masculino,swbmecw3u1mfsjis0m9751nna3bsrl,3737737479,36.0,47408.0,521.5,20,nordeste,casado(a),,1,pix,0,0
ALEX V.,masculino,u545wsjt9x3z40xjux1nuzm2lef4vf,0814412489,37.0,79840.0,551.1,37,sudeste,divorciado(a),pós-graduado,0,boleto,8,1
MARCOS B.,masculino,cow5lzhbn1gsaq5ql9jfctev8x2diq,,35.0,75350.0,573.0,38,norte,casado(a),médio,1,cartão de débito,12,0
ADRIANA D.,feminino,3x21xr1ecsjnsuibhuktgsio6uhtn2,,29.0,64172.0,628.3,34,sudeste,casado(a),médio,1,boleto,1,1
DEBORA H.,feminino,x5ifpswek3albl2g604bldqaka3128,1037229962,45.0,89093.0,540.6,36,sudeste,casado(a),médio,0,cartão de débito,0,0
LARISSA C.,feminino,3npanh1j0pnt38afidapni7kejir27,,42.0,94546.0,732.5,24,sudeste,casado(a),,4,pix,11,1
ALESSANDRA U.,feminino,zult66d3pb0nrkltk2jdbf5nox8g7j,5464788915,25.0,35274.0,,58,centro-oeste,separado(a),graduado,0,cartão de débito,0,0
MATEUS L.,masculino,64us74ojg0k9if74gs6grbidno04tn,0505842060,,54100.0,636.0,46,nordeste,divorciado(a),fundamental,1,cartão de débito,1,1
BRUNA M.,feminino,g9twsda636u5aco81g1tsijilxgx1d,,55.0,54212.0,,63,sul,divorciado(a),graduado,0,cartão de débito,0,0
JOSE C.,masculino,heb3wnrefovtfg7b3435hanvn49qsq,,28.0,77359.0,336.1,49,sudeste,separado(a),médio,1,cartão de crédito,17,0
CARLOS C.,masculino,gij3egmx724qkfof2rvkz1hterkuc2,4661455204,29.0,73730.0,530.2,16,sul,casado(a),outros,0,transferência,0,0
LUIZA K.,masculino,oudwm8l4zv5aoiq1u13zk3df1cdctu,8145456120,38.0,77633.0,493.5,29,nordeste,solteiro(a),pós-graduado,1,cartão de crédito,8,1
JOSE E.,masculino,1i0ohphhsigmfvapa1e4wmzo2qfdzu,4618234106,24.0,52672.0,329.1,73,centro-oeste,casado(a),médio,0,cartão de débito,5,0
ELIAS D.,masculino,up3rwen6asmp11q8fbrmulz2fqwu6s,3111764827,23.0,52157.0,487.0,41,sudeste,divorciado(a),outros,1,cartão de crédito,2,1
BRUNA A.,feminino,me64qn4bvjohevm8l87ib1uwc3hvak,5836893731,37.0,64346.0,426.1,29,sudeste,casado(a),,0,pix,8,1
JOSEFA R.,masculino,olmexctli1bp24jojpt4hzj3jaa4d0,,49.0,63922.0,466.1,32,sudeste,solteiro(a),médio,0,cartão de débito,8,0
JOAO Z.,masculino,goms4k2b6n9t5ve3vz9zg51dfwozj9,1072927056,34.0,66150.0,708.0,17,nordeste,casado(a),pós-graduado,1,cartão de crédito,11,1
DANIEL I.,masculino,ujt9zu9fg21valajrs5xfdhgn4qtt3,8761067206,47.0,114049.0,550.2,73,sudeste,solteiro(a),médio,1,cartão de débito,11,1
ANTONIO T.,masculino,8mbqs1gip5xugnknzpvauefc5xahrk,,25.0,56408.0,470.4,69,nordeste,divorciado(a),graduado,1,pix,3,0
EDUARDO E.,masculino,k2936s7fjxb53dzh36wxlzmjfq3vpw,6660343461,37.0,52167.0,437.0,85,centro-oeste,solteiro(a),médio,2,cartão de crédito,16,0
FELIPE C.,masculino,8lzd31e5i6307sq6bu09fw4mukxcjt,,30.0,66225.0,515.9,44,centro-oeste,divorciado(a),fundamental,1,cartão de crédito,2,1
ALINE V.,feminino,6s98ba3mfo0ptuusc68nvi4nnhbgxp,6131615232,37.0,37991.0,373.2,43,sudeste,solteiro(a),fundamental,2,cartão de crédito,6,1
ISABEL D.,feminino,nkpxgawansd17jo11et3fab5dcfj93,,40.0,72812.0,761.5,50,centro-oeste,solteiro(a),outros,4,cartão de crédito,14,1
ANTONIA X.,feminino,kwvotv7l0xa54ctraqf7tjb7ue296f,,34.0,45469.0,591.6,38,sudeste,solteiro(a),médio,0,pix,0,0
ROBERTO J.,masculino,h6lb8w7l79gf9xhl66r48m73u5s9gu,4262235600,25.0,60345.0,224.8,15,nordeste,solteiro(a),graduado,1,cartão de débito,0,0
MARCIA R.,feminino,hpd6708luz8ettpa7uop8pshdr5jj3,,33.0,59420.0,339.5,26,sudeste,solteiro(a),graduado,1,cartão de crédito,7,0
ISABEL E.,feminino,1j399z0vbk58zet5rpuwphuzvz6qo1,2387222348,50.0,43227.0,460.7,19,sudeste,solteiro(a),fundamental,0,cartão de crédito,6,0
VITORIA E.,feminino,m5h86bwobdnlor70tfqopim3763fs5,,41.0,37259.0,673.9,59,sudeste,separado(a),pós-graduado,2,cartão de crédito,10,1
JOSEFA U.,masculino,ft2hchimltl13nutkeosqip3gnumsd,3698497752,43.0,64084.0,405.1,19,centro-oeste,divorciado(a),,0,transferência,14,0
NATALIA D.,feminino,m5fv3df6f0cxpx380g03dvno8jv5pb,6377181509,35.0,52595.0,371.4,32,centro-oeste,casado(a),,2,boleto,0,0
APARECIDA Q.,feminino,vk3farg1seeam97t6cl8xxrds7vabq,2420367885,39.0,59544.0,736.6,27,centro-oeste,casado(a),fundamental,1,cartão de débito,8,1
JAQUELINE V.,feminino,n13r8v9kzzs184hvrwd73ab0p3h0fk,9098997025,29.0,32951.0,311.9,19,sudeste,separado(a),,0,cartão de crédito,0,0
MARLENE P.,feminino,j4tswl8daviz1bfk3zgwlcjc81bq2p,,31.0,58673.0,380.2,29,centro-oeste,solteiro(a),fundamental,2,pix,8,1
ALINE T.,feminino,urvcoisx8pfhttzgp53xdhsrnosbtq,4541871484,47.0,66083.0,811.0,27,norte,divorciado(a),fundamental,3,cartão de crédito,0,1
DANIELA V.,feminino,osodl6vlpo4m4bxxavcwwzkr873btd,9049119437,26.0,43251.0,440.5,30,nordeste,solteiro(a),pós-graduado,0,cartão de débito,4,0
CLAUDIA N.,masculino,03nwhufe2geezvo8qogq3lks97206e,6386352397,24.0,47964.0,552.2,6,nordeste,divorciado(a),,0,cartão de crédito,6,0
ELIAS L.,masculino,t8wz3a9izooohtzeiuf81kt7v3ng3f,,25.0,54903.0,302.3,16,centro-oeste,casado(a),médio,1,cartão de crédito,16,0
VITOR E.,masculino,fr5emztz8nq8n311gvex1efxnlsj9x,3128847392,26.0,71505.0,281.2,20,sudeste,casado(a),fundamental,0,boleto,0,0
FELIPE T.,masculino,cdzi1vzew2he5mz12azl7bffvihrxm,9796828272,27.0,98299.0,,28,nordeste,divorciado(a),fundamental,1,cartão de crédito,0,0
ADRIANA S.,feminino,w3ildqsarblciewthps4x08esqg1kw,,24.0,34294.0,300.4,22,nordeste,solteiro(a),médio,2,cartão de crédito,0,0
SONIA O.,feminino,hrxtz9lnsqre70nvd3o1j3jk9hckuo,1653902441,42.0,64807.0,678.0,111,centro-oeste,solteiro(a),fundamental,0,cartão de crédito,1,1
RAIMUNDO M.,masculino,petqgkekmgrrju37mmv4s1mxl2ixhx,6544887560,31.0,76549.0,537.3,15,sudeste,casado(a),médio,2,cartão de débito,2,0
JULIANA J.,feminino,a0014toron5kbxoing5tr3c62p8xr0,,36.0,31847.0,620.2,40,sudeste,casado(a),outros,0,cartão de débito,9,0
LUIZ A.,feminino,8hebfgesiqhcvkk26qunuc9pvg26ex,6830733215,22.0,46258.0,487.7,26,sudeste,divorciado(a),fundamental,1,pix,17,1
ELIAS N.,masculino,6wbhlb7wcm6hs7fkvpqgucxpa87qg9,1345510288,,46356.0,594.0,16,sudeste,solteiro(a),fundamental,1,cartão de débito,0,1
VITOR U.,masculino,eb9hlfkoa7smi3dtfgc6xveee2oe9z,9848219319,28.0,72474.0,465.1,37,nordeste,separado(a),,1,cartão de débito,7,0
MARIANA R.,feminino,xb6ldf3a1e02u8xio6cbotbz3sizg2,0901986939,28.0,35249.0,456.8,40,sudeste,solteiro(a),médio,2,cartão de crédito,7,0
CARLOS Z.,masculino,wf10hvlecuu51l679amkzf107zg6rj,,43.0,78406.0,747.1,57,sudeste,casado(a),outros,0,pix,0,0
TEREZINHA E.,feminino,asz7pwkns44ixznol9cdo32fspnqim,,60.0,134668.0,717.7,32,sudeste,separado(a),graduado,1,cartão de débito,0,1
LEANDRO U.,masculino,s76huw1m6p4x12wi098ddgsbgmowpr,4712431663,34.0,70077.0,600.4,29,sudeste,divorciado(a),fundamental,0,cartão de crédito,0,0
GERALDO U.,masculino,9oew8dnuswhi5q7lk4jx7zinb6rtfc,2889973111,34.0,63553.0,388.8,58,sudeste,solteiro(a),,4,cartão de débito,0,0
JOSE Z.,masculino,qxcrhgl7v8nl9369iukdxu9mqnn1an,6210772026,51.0,76858.0,,45,nordeste,solteiro(a),médio,0,boleto,22,1
RODRIGO T.,masculino,dli368b1jw6kunsqltl4xmf5e56nw6,,51.0,74228.0,825.0,29,sudeste,casado(a),fundamental,1,cartão de débito,16,1
MARCELO X.,masculino,f8z54j4nh6hzjg1iden04s4wpemcst,9937998351,49.0,37079.0,,48,sudeste,divorciado(a),fundamental,1,cartão de débito,0,0
LUCIANO F.,masculino,zbezs4q1mhxwfwihowhalpe0a2ox9e,,37.0,58060.0,482.8,42,centro-oeste,solteiro(a),médio,1,cartão de débito,0,0
GERALDO G.,masculino,6wgwpcf8brt3h4dhr3zn9rphss44wj,7889065388,27.0,68480.0,616.4,26,nordeste,casado(a),pós-graduado,2,cartão de crédito,0,1
RAFAEL L.,masculino,g4cm7fthx3hte4qien6qc6ak94080h,,32.0,45988.0,577.0,7,nordeste,divorciado(a),,0,pix,2,0
ADRIANO M.,masculino,fanig3c3bvbjckitgdgofbqxj8ulee,8525354880,28.0,43263.0,510.9,33,sudeste,divorciado(a),pós-graduado,0,cartão de crédito,0,0
SANDRA C.,feminino,94rjjknwed90fzh342sk90vu9g4ttk,0486221448,45.0,97415.0,789.3,43,sudeste,casado(a),fundamental,2,cartão de débito,7,1
ALESSANDRA U.,feminino,6l9u8uoo7nci7q68ilsd1bxvq2k1x1,6742332725,22.0,50560.0,195.0,22,sudeste,solteiro(a),médio,0,boleto,9,0
SAMUEL E.,masculino,tj3w1zkbdagpxaweg83918e146dzcw,,44.0,66208.0,421.2,83,centro-oeste,solteiro(a),fundamental,0,cartão de crédito,8,0
